time (s), lifter (10cm), left pedal pos (10cm), left slider pos (10cm), right pedal pos (10cm), right slider pos (10cm), stock left extend pos (10cm), stock left slider pos (10cm), stock right extend pos (10cm), stock right slider pos (10cm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A), stock left extend current (A), stock left slider current (A), stock right extend current (A), stock right slider current (A)
0,0,0,0,0,0,0,0,0,0,-0.005,-0.012,0.01,-0.018,-0.003,0.011,-0.005,0.021,-0.003,
0.01,0,0,0,0,0,0,0,0,0,-0.005,-0.012,0.01,-0.018,-0.003,0.011,-0.028,0.001,-0.011,
0.02,0,0,0,0,0,0,0,0,0,-0.005,-0.012,0.01,-0.018,-0.003,0.011,-0.028,0.001,-0.011,
0.03,0,0,0,0,0,0,0,0,0,-0.005,-0.012,0.01,-0.018,-0.003,0.011,-0.028,0.001,-0.011,
0.04,0,0,0,0,0,0,0,0,0,-0.005,-0.012,0.01,-0.018,-0.003,0.011,-0.028,0.001,-0.011,
0.05,0,0,0,0,0,0,0,0,0,-0.005,-0.012,0.01,-0.018,-0.003,0.011,-0.028,0.001,-0.011,
0.06,0,0,0,0,0,0,0,0,0,0.022,-0.012,0.01,-0.018,-0.003,0.011,-0.028,0.001,-0.011,
0.07,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.007,-0.019,-0.003,0.011,-0.028,0.001,-0.011,
0.08,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.007,-0.019,-0.003,0.002,0.007,-0.043,-0.011,
0.09,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.007,-0.019,-0.003,0.002,0.007,-0.043,0.018,
0.09999999,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.007,-0.019,-0.003,0.002,0.007,-0.043,0.018,
0.11,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.007,-0.019,-0.003,0.002,0.007,-0.043,0.018,
0.12,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.007,-0.019,-0.003,0.002,0.007,-0.043,0.018,
0.13,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.007,-0.019,-0.003,0.002,0.007,-0.043,0.018,
0.14,0,0,0,0,0,0,0,0,0,0.04,-0.002,-0.04,-0.04,-0.003,0.002,0.007,-0.043,0.018,
0.15,0,0,0,0,0,0,0,0,0,0.04,-0.002,-0.04,-0.04,-0.012,-0.064,-0.017,-0.026,0.018,
0.16,0,0,0,0,0,0,0,0,0,0.04,-0.002,-0.04,-0.04,-0.012,-0.064,-0.017,-0.026,0.006,
0.17,0,0,0,0,0,0,0,0,0,0.04,-0.002,-0.04,-0.04,-0.012,-0.064,-0.017,-0.026,0.006,
0.18,0,0,0,0,0,0,0,0,0,0.04,-0.002,-0.04,-0.04,-0.012,-0.064,-0.017,-0.026,0.006,
0.19,0,0,0,0,0,0,0,0,0,0.04,-0.002,-0.04,-0.04,-0.012,-0.064,-0.017,-0.026,0.006,
0.2,0,0,0,0,0,0,0,0,0,0.04,-0.002,-0.04,-0.04,-0.012,-0.064,-0.017,-0.026,0.006,
0.21,0,0,0,0,0,0,0,0,0,-0.001,-0.002,-0.014,-0.04,-0.012,-0.064,-0.017,-0.026,0.006,
0.22,0,0,0,0,0,0,0,0,0,-0.001,-0.002,-0.014,0.019,0.006,0.131,-0.017,-0.026,0.006,
0.23,0,0,0,0,0,0,0,0,0,-0.001,-0.002,-0.014,0.019,0.006,0.131,-0.085,-0.003,-0.018,
0.24,0,0,0,0,0,0,0,0,0,-0.001,-0.002,-0.014,0.019,0.006,0.131,-0.085,-0.003,-0.018,
0.25,0,0,0,0,0,0,0,0,0,-0.001,-0.002,-0.014,0.019,0.006,0.131,-0.085,-0.003,-0.018,
0.26,0,0,0,0,0,0,0,0,0,-0.001,-0.002,-0.014,0.019,0.006,0.131,-0.085,-0.003,-0.018,
0.27,0,0,0,0,0,0,0,0,0,-0.001,-0.002,-0.014,0.019,0.006,0.131,-0.085,-0.003,-0.018,
0.28,0,0,0,0,0,0,0,0,0,0.031,-0.002,-0.002,-0.051,-0.009,0.131,-0.085,-0.003,-0.018,
0.29,0,0,0,0,0,0,0,0,0,0.031,-0.002,-0.002,-0.051,-0.009,-0.051,-0.005,0.016,-0.015,
0.3,0,0,0,0,0,0,0,0,0,0.031,-0.002,-0.002,-0.051,-0.009,-0.051,-0.005,0.016,-0.015,
0.31,0,0,0,0,0,0,0,0,0,0.031,-0.002,-0.002,-0.051,-0.009,-0.051,-0.005,0.016,-0.015,
0.32,0,0,0,0,0,0,0,0,0,0.031,-0.002,-0.002,-0.051,-0.009,-0.051,-0.005,0.016,-0.015,
0.33,0,0,0,0,0,0,0,0,0,-0.001,0.009,0.008,-0.051,-0.009,-0.051,-0.005,0.016,-0.015,
0.34,0,0,0,0,0,0,0,0,0,-0.001,0.009,0.008,-0.01,0.006,-0.005,-0.04,0.016,-0.015,
0.35,0,0,0,0,0,0,0,0,0,-0.001,0.009,0.008,-0.01,0.006,-0.005,-0.04,0.042,-0.039,
0.36,0,0,0,0,0,0,0,0,0,-0.001,0.009,0.008,-0.01,0.006,-0.005,-0.04,0.042,-0.039,
0.37,0,0,0,0,0,0,0,0,0,-0.001,0.009,0.008,-0.01,0.006,-0.005,-0.04,0.042,-0.039,
0.38,0,0,0,0,0,0,0,0,0,-0.001,0.009,0.008,-0.01,0.006,-0.005,-0.04,0.042,-0.039,
0.39,0,0,0,0,0,0,0,0,0,-0.001,0.009,0.008,-0.01,0.006,-0.005,-0.04,0.042,-0.039,
0.4,0,0,0,0,0,0,0,0,0,0.049,0.009,0.016,-0.005,0.006,-0.005,-0.04,0.042,-0.039,
0.41,0,0,0,0,0,0,0,0,0,0.049,0.009,0.016,-0.005,0,-0.035,-0.005,0.065,-0.039,
0.42,0,0,0,0,0,0,0,0,0,0.049,0.009,0.016,-0.005,0,-0.035,-0.005,0.065,-0.025,
0.43,0,0,0,0,0,0,0,0,0,0.049,0.009,0.016,-0.005,0,-0.035,-0.005,0.065,-0.025,
0.44,0,0,0,0,0,0,0,0,0,0.049,0.009,0.016,-0.005,0,-0.035,-0.005,0.065,-0.025,
0.45,0,0,0,0,0,0,0,0,0,0.049,0.009,0.016,-0.005,0,-0.035,-0.005,0.065,-0.025,
0.46,0,0,0,0,0,0,0,0,0,0.049,0.009,0.016,-0.005,0,-0.035,-0.005,0.065,-0.025,
0.47,0,0,0,0,0,0,0,0,0,0.013,-0.012,0.026,0.002,0,-0.035,-0.005,0.065,-0.025,
0.48,0,0,0,0,0,0,0,0,0,0.013,-0.012,0.026,0.002,0.002,-0.073,0.042,0.065,-0.025,
0.49,0,0,0,0,0,0,0,0,0,0.013,-0.012,0.026,0.002,0.002,-0.073,0.042,0.04,0.028,
0.5,0,0,0,0,0,0,0,0,0,0.013,-0.012,0.026,0.002,0.002,-0.073,0.042,0.04,0.028,
0.51,0,0,0,0,0,0,0,0,0,0.013,-0.012,0.026,0.002,0.002,-0.073,0.042,0.04,0.028,
0.52,0,0,0,0,0,0,0,0,0,0.013,-0.012,0.026,0.002,0.002,-0.073,0.042,0.04,0.028,
0.53,0,0,0,0,0,0,0,0,0,0.013,-0.012,0.026,0.002,0.002,-0.073,0.042,0.04,0.028,
0.54,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.026,0.002,0.002,-0.073,0.042,0.04,0.028,
0.55,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.007,-0.01,0.015,-0.073,0.042,0.04,0.028,
0.56,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.007,-0.01,0.015,-0.064,-0.051,0.04,0.025,
0.57,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.007,-0.01,0.015,-0.064,-0.051,0.04,0.025,
0.58,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.007,-0.01,0.015,-0.064,-0.051,0.04,0.025,
0.59,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.007,-0.01,0.015,-0.064,-0.051,0.04,0.025,
0.6,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.007,-0.01,0.015,-0.064,-0.051,0.04,0.025,
0.61,0,0,0,0,0,0,0,0,0,0.031,-0.012,0.007,-0.01,0.015,-0.064,-0.051,0.04,0.025,
0.62,0,0,0,0,0,0,0,0,0,0.031,-0.012,-0.013,0.008,0.011,0.071,-0.085,0.04,0.025,
0.63,0,0,0,0,0,0,0,0,0,0.031,-0.012,-0.013,0.008,0.011,0.071,-0.085,-0.001,-0.036,
0.64,0,0,0,0,0,0,0,0,0,0.031,-0.012,-0.013,0.008,0.011,0.071,-0.085,-0.001,-0.036,
0.65,0,0,0,0,0,0,0,0,0,0.031,-0.012,-0.013,0.008,0.011,0.071,-0.085,-0.001,-0.036,
0.66,0,0,0,0,0,0,0,0,0,0.031,-0.012,-0.013,0.008,0.011,0.071,-0.085,-0.001,-0.036,
0.67,0,0,0,0,0,0,0,0,0,0.031,-0.012,-0.013,0.008,0.011,0.071,-0.085,-0.001,-0.036,
0.68,0,0,0,0,0,0,0,0,0,0.031,-0.012,-0.013,0.008,0.011,0.071,-0.085,-0.001,-0.036,
0.69,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.037,-0.039,0.011,0.071,-0.085,-0.001,-0.036,
0.7,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.037,-0.039,0.009,0.055,-0.016,-0.001,-0.036,
0.71,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.037,-0.039,0.009,0.055,-0.016,0.021,0.003,
0.72,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.037,-0.039,0.009,0.055,-0.016,0.021,0.003,
0.73,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.037,-0.039,0.009,0.055,-0.016,0.021,0.003,
0.74,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.037,-0.039,0.009,0.055,-0.016,0.021,0.003,
0.75,0,0,0,0,0,0,0,0,0,0.022,-0.002,0.037,-0.039,0.009,0.055,-0.016,0.021,0.003,
0.76,0,0,0,0,0,0,0,0,0,-0.001,-0.002,0.037,-0.039,0.009,0.055,-0.016,0.021,0.003,
0.77,0,0,0,0,0,0,0,0,0,-0.001,0.009,-0.005,-0.018,0.015,0.055,-0.016,0.021,0.003,
0.78,0,0,0,0,0,0,0,0,0,-0.001,0.009,-0.005,-0.018,0.015,-0.102,-0.016,0.065,0.003,
0.79,0,0,0,0,0,0,0,0,0,-0.001,0.009,-0.005,-0.018,0.015,-0.102,-0.016,0.065,-0.018,
0.8,0,0,0,0,0,0,0,0,0,-0.001,0.009,-0.005,-0.018,0.015,-0.102,-0.016,0.065,-0.018,
0.81,0,0,0,0,0,0,0,0,0,-0.001,0.009,-0.005,-0.018,0.015,-0.102,-0.016,0.065,-0.018,
0.82,0,0,0,0,0,0,0,0,0,-0.001,0.009,-0.005,-0.018,0.015,-0.102,-0.016,0.065,-0.018,
0.83,0,0,0,0,0,0,0,0,0,-0.001,0.009,-0.005,-0.018,0.015,-0.102,-0.016,0.065,-0.018,
0.84,0,0,0,0,0,0,0,0,0,-0.005,0.009,-0.005,-0.018,0.015,-0.102,-0.016,0.065,-0.018,
0.85,0,0,0,0,0,0,0,0,0,-0.005,0.009,0.005,0.002,0.002,-0.102,-0.016,0.065,-0.018,
0.86,0,0,0,0,0,0,0,0,0,-0.005,0.009,0.005,0.002,0.002,0.047,0.088,0.018,-0.018,
0.87,0,0,0,0,0,0,0,0,0,-0.005,0.009,0.005,0.002,0.002,0.047,0.088,0.018,0.003,
0.88,0,0,0,0,0,0,0,0,0,-0.005,0.009,0.005,0.002,0.002,0.047,0.088,0.018,0.003,
0.89,0,0,0,0,0,0,0,0,0,-0.005,0.009,0.005,0.002,0.002,0.047,0.088,0.018,0.003,
0.9,0,0,0,0,0,0,0,0,0,-0.005,0.009,0.005,0.002,0.002,0.047,0.088,0.018,0.003,
0.91,0,0,0,0,0,0,0,0,0,-0.005,0.009,0.005,0.002,0.002,0.047,0.088,0.018,0.003,
0.92,0,0,0,0,0,0,0,0,0,-0.091,0.009,0.005,0.002,0.002,0.047,0.088,0.018,0.003,
0.93,0,0,0,0,0,0,0,0,0,-0.091,0.009,-0.003,-0.01,-0.003,0.047,0.088,0.018,0.003,
0.94,0,0,0,0,0,0,0,0,0,-0.091,0.009,-0.003,-0.01,-0.003,-0.027,-0.028,0.019,-0.012,
0.95,0,0,0,0,0,0,0,0,0,-0.091,0.009,-0.003,-0.01,-0.003,-0.027,-0.028,0.019,-0.012,
0.96,0,0,0,0,0,0,0,0,0,-0.091,0.009,-0.003,-0.01,-0.003,-0.027,-0.028,0.019,-0.012,
0.97,0,0,0,0,0,0,0,0,0,-0.091,0.009,-0.003,-0.01,-0.003,-0.027,-0.028,0.019,-0.012,
0.98,0,0,0,0,0,0,0,0,0,-0.091,0.009,-0.003,-0.01,-0.003,-0.027,-0.028,0.019,-0.012,
0.9899999,0,0,0,0,0,0,0,0,0,-0.091,0.009,-0.003,-0.01,-0.003,-0.027,-0.028,0.019,-0.012,
1,0,0,0,0,0,0,0,0,0,-0.046,-0.002,-0.01,-0.01,-0.003,-0.027,-0.028,0.019,-0.012,
1.01,0,0,0,0,0,0,0,0,0,-0.046,-0.002,-0.01,0.009,-0.014,0.122,-0.028,0.019,-0.012,
1.02,0,0,0,0,0,0,0,0,0,-0.046,-0.002,-0.01,0.009,-0.014,0.122,0.076,-0.003,0,
1.03,0,0,0,0,0,0,0,0,0,-0.046,-0.002,-0.01,0.009,-0.014,0.122,0.076,-0.003,0,
1.04,0,0,0,0,0,0,0,0,0,-0.046,-0.002,-0.01,0.009,-0.014,0.122,0.076,-0.003,0,
1.05,0,0,0,0,0,0,0,0,0,-0.046,-0.002,-0.01,0.009,-0.014,0.122,0.076,-0.003,0,
1.06,0,0,0,0,0,0,0,0,0,-0.046,-0.002,-0.01,0.009,-0.014,0.122,0.076,-0.003,0,
1.07,0,0,0,0,0,0,0,0,0,-0.046,-0.002,-0.01,0.009,-0.014,0.122,0.076,-0.003,0,
1.08,0,0,0,0,0,0,0,0,0,0.031,-0.002,-0.013,-0.011,-0.014,0.122,0.076,-0.003,0,
1.09,0,0,0,0,0,0,0,0,0,0.031,-0.002,-0.013,-0.011,0.002,0.009,-0.016,-0.003,0,
1.1,0,0,0,0,0,0,0,0,0,0.031,-0.002,-0.013,-0.011,0.002,0.009,-0.016,0.042,-0.014,
1.11,0,0,0,0,0,0,0,0,0,0.031,-0.002,-0.013,-0.011,0.002,0.009,-0.016,0.042,-0.014,
1.12,0,0,0,0,0,0,0,0,0,0.031,-0.002,-0.013,-0.011,0.002,0.009,-0.016,0.042,-0.014,
1.13,0,0,0,0,0,0,0,0,0,0.031,-0.002,-0.013,-0.011,0.002,0.009,-0.016,0.042,-0.014,
