time (s), lifter (1cm), left pedal pos (10cm), left slider pos (10cm), right pedal pos (10cm), right slider pos (10cm), stock left extend pos (10cm), stock left slider pos (10cm), stock right extend pos (10cm), stock right slider pos (10cm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A), stock left extend current (A), stock left slider current (A), stock right extend current (A), stock right slider current (A)
0,0,0,0,0,0,0,0,0,0,0.115,-0.001,-0.012,-0.009,0.083,0.08,-0.027,-0.116,0.091,
0.01,0,0,0,0,0,0,0,0,0,0.115,-0.001,-0.012,-0.009,0.083,0.08,-0.027,-0.026,0.045,
0.02,0,0,0,0,0,0,0,0,0,0.115,-0.001,-0.012,-0.009,0.083,0.08,-0.027,-0.026,0.045,
0.03,0,0,0,0,0,0,0,0,0,0.115,-0.001,-0.012,-0.009,0.083,0.08,-0.027,-0.026,0.045,
0.04,0,0,0,0,0,0,0,0,0,0.115,-0.001,-0.012,-0.009,0.083,0.08,-0.027,-0.026,0.045,
0.05,0,0,0,0,0,0,0,0,0,0.115,-0.001,-0.012,-0.009,0.083,0.08,-0.027,-0.026,0.045,
0.06,0,0,0,0,0,0,0,0,0,0.115,-0.001,-0.012,-0.009,0.083,0.08,-0.027,-0.026,0.045,
0.07,0,0,0,0,0,0,0,0,0,0.115,-0.001,-0.012,-0.009,0.083,0.08,-0.027,-0.026,0.045,
0.08,0,0,0,0,0,0,0,0,0,0.115,-0.001,-0.012,-0.009,0.083,0.08,-0.027,-0.026,0.045,
0.09,0,0,0,0,0,0,0,0,0,0.115,-0.001,-0.012,-0.009,0.083,0.08,-0.027,-0.026,0.045,
0.09999999,0,0,0,0,0,0,0,0,0,0.115,-0.001,-0.012,-0.009,0.083,0.08,-0.027,-0.026,0.045,
0.11,0,0,0,0,0,0,0,0.01,0.01,0.126,-0.001,-0.012,-0.009,0.083,0.08,-0.027,-0.026,0.045,
0.12,0,0,0,0,0,0,0,0.01,0.01,0.126,-0.001,0.02,-0.006,0.21,-0.007,-0.027,-0.026,0.045,
