time (s), lifter (10cm), left pedal pos (10cm), left slider pos (10cm), right pedal pos (10cm), right slider pos (10cm), stock left extend pos (10cm), stock left slider pos (10cm), stock right extend pos (10cm), stock right slider pos (10cm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A), stock left extend current (A), stock left slider current (A), stock right extend current (A), stock right slider current (A)
0,0,0,0,0,0,0,0,0,0,0,0.009,-0.001,0.032,-0.015,-0.004,-0.022,-0.014,0.013,
0.01,0,0,0,0,0,0,0,0,0,0,0.009,-0.001,0.032,-0.015,0.019,-0.011,0.02,0.002,
0.02,0,0,0,0,0,0,0,0,0,0,0.009,-0.001,0.032,-0.015,0.019,-0.011,0.02,0.002,
0.03,0,0,0,0,0,0,0,0,0,0,0.009,-0.001,0.032,-0.015,0.019,-0.011,0.02,0.002,
0.04,0,0,0,0,0,0,0,0,0,0,0.009,-0.001,0.032,-0.015,0.019,-0.011,0.02,0.002,
0.05,0,0,0,0,0,0,0,0,0,0,0.009,-0.001,0.032,-0.015,0.019,-0.011,0.02,0.002,
0.06,0,0,0,0,0,0,0,0,0,0,-0.002,-0.007,0.032,-0.015,0.019,-0.011,0.02,0.002,
0.07,0,0,0,0,0,0,0,0,0,0,-0.002,-0.007,-0.03,-0.004,-0.015,0.012,0.02,0.002,
0.08,0,0,0,0,0,0,0,0,0,0,-0.002,-0.007,-0.03,-0.004,-0.015,0.012,0.032,-0.044,
0.09,0,0,0,0,0,0,0,0,0,0,-0.002,-0.007,-0.03,-0.004,-0.015,0.012,0.032,-0.044,
0.09999999,0,0,0,0,0,0,0,0,0,0,-0.002,-0.007,-0.03,-0.004,-0.015,0.012,0.032,-0.044,
0.11,0,0,0,0,0,0,0,0,0,0,-0.002,-0.007,-0.03,-0.004,-0.015,0.012,0.032,-0.044,
0.12,0,0,0,0,0,0,0,0,0,0,-0.002,-0.007,-0.03,-0.004,-0.015,0.012,0.032,-0.044,
0.13,0,0,0,0,0,0,0,0,0,0,0.009,0.016,0.004,0.013,-0.015,0.012,0.032,-0.044,
0.14,0,0,0,0,0,0,0,0,0,0,0.009,0.016,0.004,0.013,-0.05,-0.022,0.009,-0.044,
0.15,0,0,0,0,0,0,0,0,0,0,0.009,0.016,0.004,0.013,-0.05,-0.022,0.009,0.036,
0.16,0,0,0,0,0,0,0,0,0,0,0.009,0.016,0.004,0.013,-0.05,-0.022,0.009,0.036,
0.17,0,0,0,0,0,0,0,0,0,0,0.009,0.016,0.004,0.013,-0.05,-0.022,0.009,0.036,
0.18,0,0,0,0,0,0,0,0,0,0,0.009,0.016,0.004,0.013,-0.05,-0.022,0.009,0.036,
0.19,0,0,0,0,0,0,0,0,0,0,-0.012,-0.001,0.004,0.013,-0.05,-0.022,0.009,0.036,
0.2,0,0,0,0,0,0,0,0,0,0,-0.012,-0.001,-0.041,-0.004,-0.004,-0.022,0.009,0.036,
0.21,0,0,0,0,0,0,0,0,0,0,-0.012,-0.001,-0.041,-0.004,-0.004,-0.011,0.032,-0.01,
0.22,0,0,0,0,0,0,0,0,0,0,-0.012,-0.001,-0.041,-0.004,-0.004,-0.011,0.032,-0.01,
0.23,0,0,0,0,0,0,0,0,0,0,-0.012,-0.001,-0.041,-0.004,-0.004,-0.011,0.032,-0.01,
0.24,0,0,0,0,0,0,0,0,0,0,-0.012,-0.001,-0.041,-0.004,-0.004,-0.011,0.032,-0.01,
0.25,0,0,0,0,0,0,0,0,0,0,-0.012,-0.001,-0.041,-0.004,-0.004,-0.011,0.032,-0.01,
0.26,0,0,0,0,0,0,0,0,0,0,-0.012,-0.001,-0.041,-0.004,-0.004,-0.011,0.032,-0.01,
0.27,0,0,0,0,0,0,0,0,0,0,-0.012,-0.007,-0.007,0.013,0.007,-0.011,0.032,-0.01,
0.28,0,0,0,0,0,0,0,0,0,0,-0.012,-0.007,-0.007,0.013,0.007,-0.022,-0.025,-0.09,
0.29,0,0,0,0,0,0,0,0,0,0,-0.012,-0.007,-0.007,0.013,0.007,-0.022,-0.025,-0.09,
0.3,0,0,0,0,0,0,0,0,0,0,-0.012,-0.007,-0.007,0.013,0.007,-0.022,-0.025,-0.09,
0.31,0,0,0,0,0,0,0,0,0,0,-0.012,-0.007,-0.007,0.013,0.007,-0.022,-0.025,-0.09,
0.32,0,0,0,0,0,0,0,0,0,0,-0.012,-0.007,-0.007,0.013,0.007,-0.022,-0.025,-0.09,
0.33,0,0,0,0,0,0,0,0,0,0,-0.002,0.027,-0.007,0.013,0.007,-0.022,-0.025,-0.09,
0.34,0,0,0,0,0,0,0,0,0,0,-0.002,0.027,0.004,-0.009,0.019,0.024,-0.025,-0.09,
0.35,0,0,0,0,0,0,0,0,0,0,-0.002,0.027,0.004,-0.009,0.019,0.024,-0.003,-0.01,
0.36,0,0,0,0,0,0,0,0,0,0,-0.002,0.027,0.004,-0.009,0.019,0.024,-0.003,-0.01,
0.37,0,0,0,0,0,0,0,0,0,0,-0.002,0.027,0.004,-0.009,0.019,0.024,-0.003,-0.01,
0.38,0,0,0,0,0,0,0,0,0,0,-0.002,0.027,0.004,-0.009,0.019,0.024,-0.003,-0.01,
0.39,0,0,0,0,0,0,0,0,0,0,-0.002,0.027,0.004,-0.009,0.019,0.024,-0.003,-0.01,
0.4,0,0,0,0,0,0,0,0,0,0,0.009,0.021,-0.03,-0.009,0.019,0.024,-0.003,-0.01,
0.41,0,0,0,0,0,0,0,0,0,0,0.009,0.021,-0.03,0.013,-0.004,0.035,-0.003,-0.01,
0.42,0,0,0,0,0,0,0,0,0,0,0.009,0.021,-0.03,0.013,-0.004,0.035,0.009,0.002,
0.43,0,0,0,0,0,0,0,0,0,0,0.009,0.021,-0.03,0.013,-0.004,0.035,0.009,0.002,
0.44,0,0,0,0,0,0,0,0,0,0,0.009,0.021,-0.03,0.013,-0.004,0.035,0.009,0.002,
0.45,0,0,0,0,0,0,0,0,0,0,0.009,0.021,-0.03,0.013,-0.004,0.035,0.009,0.002,
0.46,0,0,0,0,0,0,0,0,0,0,0.009,0.021,-0.03,0.013,-0.004,0.035,0.009,0.002,
0.47,0,0,0,0,0,0,0,0,0,0,0.009,0.016,0.009,0.013,-0.004,0.035,0.009,0.002,
0.48,0,0,0,0,0,0,0,0,0,0,0.009,0.016,0.009,-0.004,0.019,0.001,0.009,0.002,
0.49,0,0,0,0,0,0,0,0,0,0,0.009,0.016,0.009,-0.004,0.019,0.001,0.009,0.002,
0.5,0,0,0,0,0,0,0,0,0,0,0.009,0.016,0.009,-0.004,0.019,0.001,0.009,0.002,
0.51,0,0,0,0,0,0,0,0,0,0,0.009,0.016,0.009,-0.004,0.019,0.001,0.009,0.002,
0.52,0,0,0,0,0,0,0,0,0,0,0.009,0.016,0.009,-0.004,0.019,0.001,0.009,0.002,
0.53,0,0,0,0,0,0,0,0,0,0,0.009,0.016,0.009,-0.004,0.019,0.001,0.009,0.002,
0.54,0,0,0,0,0,0,0,0,0,0,-0.002,-0.018,0.026,-0.004,0.019,0.001,0.009,0.002,
0.55,0,0,0,0,0,0,0,0,0,0,-0.002,-0.018,0.026,0.019,-0.004,0.035,0.009,0.002,
0.56,0,0,0,0,0,0,0,0,0,0,-0.002,-0.018,0.026,0.019,-0.004,0.035,0.009,0.059,
0.57,0,0,0,0,0,0,0,0,0,0,-0.002,-0.018,0.026,0.019,-0.004,0.035,0.009,0.059,
0.58,0,0,0,0,0,0,0,0,0,0,-0.002,-0.018,0.026,0.019,-0.004,0.035,0.009,0.059,
0.59,0,0,0,0,0,0,0,0,0,0,-0.002,-0.018,0.026,0.019,-0.004,0.035,0.009,0.059,
0.6,0,0,0,0,0,0,0,0,0,0,-0.002,-0.018,0.026,0.019,-0.004,0.035,0.009,0.059,
0.61,0,0,0,0,0,0,0,0,0,0,-0.002,0.005,0.049,-0.015,0.007,0.035,0.009,0.059,
