time (s), lifter (10cm), left pedal pos (10cm), left slider pos (10cm), right pedal pos (10cm), right slider pos (10cm), stock left extend pos (10cm), stock left slider pos (10cm), stock right extend pos (10cm), stock right slider pos (10cm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A), stock left extend current (A), stock left slider current (A), stock right extend current (A), stock right slider current (A)
0,0,0,0,0,0,0,0,0,0,0.007,-0.002,-0.008,0.037,0.013,-0.069,-0.006,0.014,-0.049,
0.01,0,0,0,0,0,0,0,0,0,0.007,-0.002,-0.008,0.037,0.013,-0.069,-0.006,0.014,-0.049,
0.02,0,0,0,0,0,0,0,0,0,-0.027,-0.002,-0.008,0.037,0.013,-0.069,-0.006,0.014,-0.049,
0.03,0,0,0,0,0,0,0,0,0,-0.027,0.009,0.031,-0.024,-0.01,-0.069,-0.006,0.014,-0.049,
0.04,0,0,0,0,0,0,0,0,0,-0.027,0.009,0.031,-0.024,-0.01,0.022,-0.017,-0.009,0.02,
0.05,0,0,0,0,0,0,0,0,0,-0.027,0.009,0.031,-0.024,-0.01,0.022,-0.017,-0.009,0.02,
0.06,0,0,0,0,0,0,0,0,0,-0.027,0.009,0.031,-0.024,-0.01,0.022,-0.017,-0.009,0.02,
0.07,0,0,0,0,0,0,0,0,0,-0.027,0.009,0.031,-0.024,-0.01,0.022,-0.017,-0.009,0.02,
0.08,0,0,0,0,0,0,0,0,0,-0.027,0.009,0.031,-0.024,-0.01,0.022,-0.017,-0.009,0.02,
0.09,0,0,0,0,0,0,0,0,0,-0.027,0.009,0.031,-0.024,-0.01,0.022,-0.017,-0.009,0.02,
0.09999999,0,0,0,0,0,0,0,0,0,0.007,-0.012,-0.019,-0.024,-0.01,0.022,-0.017,-0.009,0.02,
0.11,0,0,0,0,0,0,0,0,0,0.007,-0.012,-0.019,0.015,0.03,-0.046,-0.017,-0.009,0.02,
0.12,0,0,0,0,0,0,0,0,0,0.007,-0.012,-0.019,0.015,0.03,-0.046,0.017,0.014,0.008,
0.13,0,0,0,0,0,0,0,0,0,0.007,-0.012,-0.019,0.015,0.03,-0.046,0.017,0.014,0.008,
0.14,0,0,0,0,0,0,0,0,0,0.007,-0.012,-0.019,0.015,0.03,-0.046,0.017,0.014,0.008,
0.15,0,0,0,0,0,0,0,0,0,0.007,-0.012,-0.019,0.015,0.03,-0.046,0.017,0.014,0.008,
0.16,0,0,0,0,0,0,0,0,0,0.007,-0.012,-0.019,0.015,0.03,-0.046,0.017,0.014,0.008,
0.17,0,0,0,0,0,0,0,0,0,0.007,-0.012,-0.019,0.015,0.03,-0.046,0.017,0.014,0.008,
0.18,0,0,0,0,0,0,0,0,0,-0.062,-0.012,-0.019,0.015,0.03,-0.046,0.017,0.014,0.008,
0.19,0,0,0,0,0,0,0,0,0,-0.062,-0.012,-0.019,-0.002,-0.021,-0.08,-0.017,0.014,0.008,
0.2,0,0,0,0,0,0,0,0,0,-0.062,-0.012,-0.019,-0.002,-0.021,-0.08,-0.017,-0.009,-0.049,
0.21,0,0,0,0,0,0,0,0,0,-0.062,-0.012,-0.019,-0.002,-0.021,-0.08,-0.017,-0.009,-0.049,
0.22,0,0,0,0,0,0,0,0,0,-0.062,-0.012,-0.019,-0.002,-0.021,-0.08,-0.017,-0.009,-0.049,
0.23,0,0,0,0,0,0,0,0,0,-0.062,-0.012,-0.019,-0.002,-0.021,-0.08,-0.017,-0.009,-0.049,
0.24,0,0,0,0,0,0,0,0,0,-0.062,-0.012,-0.019,-0.002,-0.021,-0.08,-0.017,-0.009,-0.049,
0.25,0,0,0,0,0,0,0,0,0,0.052,-0.012,-0.019,-0.002,-0.021,-0.08,-0.017,-0.009,-0.049,
0.26,0,0,0,0,0,0,0,0,0,0.052,-0.002,0.009,0.021,0.007,-0.08,-0.017,-0.009,-0.049,
0.27,0,0,0,0,0,0,0,0,0,0.052,-0.002,0.009,0.021,0.007,-0.092,-0.017,-0.009,-0.049,
0.28,0,0,0,0,0,0,0,0,0,0.052,-0.002,0.009,0.021,0.007,-0.092,-0.017,-0.009,0.008,
0.29,0,0,0,0,0,0,0,0,0,0.052,-0.002,0.009,0.021,0.007,-0.092,-0.017,-0.009,0.008,
0.3,0,0,0,0,0,0,0,0,0,0.052,-0.002,0.009,0.021,0.007,-0.092,-0.017,-0.009,0.008,
0.31,0,0,0,0,0,0,0,0,0,0.052,-0.002,0.009,0.021,0.007,-0.092,-0.017,-0.009,0.008,
0.32,0,0,0,0,0,0,0,0,0,0.052,-0.002,0.009,0.021,0.007,-0.092,-0.017,-0.009,0.008,
0.33,0,0,0,0,0,0,0,0,0,0.064,-0.012,-0.014,0.021,0.007,-0.092,-0.017,-0.009,0.008,
0.34,0,0,0,0,0,0,0,0,0,0.064,-0.012,-0.014,0.015,0.013,0.011,-0.017,-0.009,0.008,
0.35,0,0,0,0,0,0,0,0,0,0.064,-0.012,-0.014,0.015,0.013,0.011,-0.017,-0.02,0.031,
0.36,0,0,0,0,0,0,0,0,0,0.064,-0.012,-0.014,0.015,0.013,0.011,-0.017,-0.02,0.031,
0.37,0,0,0,0,0,0,0,0,0,0.064,-0.012,-0.014,0.015,0.013,0.011,-0.017,-0.02,0.031,
0.38,0,0,0,0,0,0,0,0,0,0.064,-0.012,-0.014,0.015,0.013,0.011,-0.017,-0.02,0.031,
0.39,0,0,0,0,0,0,0,0,0,0.064,-0.012,-0.014,0.015,0.013,0.011,-0.017,-0.02,0.031,
0.4,0,0,0,0,0,0,0,0,0,0.064,-0.012,-0.014,0.015,0.013,0.011,-0.017,-0.02,0.031,
0.41,0,0,0,0,0,0,0,0,0,-0.027,-0.002,0.003,-0.013,0.013,0.011,-0.017,-0.02,0.031,
0.42,0,0,0,0,0,0,0,0,0,-0.027,-0.002,0.003,-0.013,0.001,-0.023,0.017,-0.02,0.031,
0.43,0,0,0,0,0,0,0,0,0,-0.027,-0.002,0.003,-0.013,0.001,-0.023,0.017,0.003,0.054,
0.44,0,0,0,0,0,0,0,0,0,-0.027,-0.002,0.003,-0.013,0.001,-0.023,0.017,0.003,0.054,
0.45,0,0,0,0,0,0,0,0,0,-0.027,-0.002,0.003,-0.013,0.001,-0.023,0.017,0.003,0.054,
0.46,0,0,0,0,0,0,0,0,0,-0.027,-0.002,0.003,-0.013,0.001,-0.023,0.017,0.003,0.054,
0.47,0,0,0,0,0,0,0,0,0,-0.027,-0.002,0.003,-0.013,0.001,-0.023,0.017,0.003,0.054,
0.48,0,0,0,0,0,0,0,0,0,-0.039,-0.002,0.009,-0.013,0.001,-0.023,0.017,0.003,0.054,
0.49,0,0,0,0,0,0,0,0,0,-0.039,-0.002,0.009,-0.019,-0.032,0,0.017,0.003,0.054,
0.5,0,0,0,0,0,0,0,0,0,-0.039,-0.002,0.009,-0.019,-0.032,0,0.006,-0.009,-0.014,
0.51,0,0,0,0,0,0,0,0,0,-0.039,-0.002,0.009,-0.019,-0.032,0,0.006,-0.009,-0.014,
0.52,0,0,0,0,0,0,0,0,0,-0.039,-0.002,0.009,-0.019,-0.032,0,0.006,-0.009,-0.014,
0.53,0,0,0,0,0,0,0,0,0,-0.039,-0.002,0.009,-0.019,-0.032,0,0.006,-0.009,-0.014,
0.54,0,0,0,0,0,0,0,0,0,-0.039,-0.002,0.009,-0.019,-0.032,0,0.006,-0.009,-0.014,
0.55,0,0,0,0,0,0,0,0,0,-0.039,-0.002,0.009,-0.019,-0.032,0,0.006,-0.009,-0.014,
0.56,0,0,0,0,0,0,0,0,0,0.007,0.009,0.014,0.026,-0.032,0,0.006,-0.009,-0.014,
0.57,0,0,0,0,0,0,0,0,0,0.007,0.009,0.014,0.026,0.018,-0.08,-0.017,-0.009,-0.014,
0.58,0,0,0,0,0,0,0,0,0,0.007,0.009,0.014,0.026,0.018,-0.08,-0.017,0.014,-0.026,
0.59,0,0,0,0,0,0,0,0,0,0.007,0.009,0.014,0.026,0.018,-0.08,-0.017,0.014,-0.026,
0.6,0,0,0,0,0,0,0,0,0,0.007,0.009,0.014,0.026,0.018,-0.08,-0.017,0.014,-0.026,
0.61,0,0,0,0,0,0,0,0,0,0.007,0.009,0.014,0.026,0.018,-0.08,-0.017,0.014,-0.026,
0.62,0,0,0,0,0,0,0,0,0,0.007,0.009,0.014,0.026,0.018,-0.08,-0.017,0.014,-0.026,
0.63,0,0,0,0,0,0,0,0,0,-0.016,-0.002,0.014,0.026,0.018,-0.08,-0.017,0.014,-0.026,
0.64,0,0,0,0,0,0,0,0,0,-0.016,-0.002,0.003,-0.002,0.013,-0.08,-0.017,0.014,-0.026,
0.65,0,0,0,0,0,0,0,0,0,-0.016,-0.002,0.003,-0.002,0.013,0.022,0.017,0.003,-0.026,
0.66,0,0,0,0,0,0,0,0,0,-0.016,-0.002,0.003,-0.002,0.013,0.022,0.017,0.003,0.008,
0.67,0,0,0,0,0,0,0,0,0,-0.016,-0.002,0.003,-0.002,0.013,0.022,0.017,0.003,0.008,
0.68,0,0,0,0,0,0,0,0,0,-0.016,-0.002,0.003,-0.002,0.013,0.022,0.017,0.003,0.008,
0.69,0,0,0,0,0,0,0,0,0,-0.016,-0.002,0.003,-0.002,0.013,0.022,0.017,0.003,0.008,
0.7,0,0,0,0,0,0,0,0,0,0.03,-0.002,0.003,-0.002,0.013,0.022,0.017,0.003,0.008,
0.71,0,0,0,0,0,0,0,0,0,0.03,-0.012,-0.019,0.021,0.013,0.022,0.017,0.003,0.008,
0.72,0,0,0,0,0,0,0,0,0,0.03,-0.012,-0.019,0.021,0.001,-0.057,0.006,0.014,0.008,
0.73,0,0,0,0,0,0,0,0,0,0.03,-0.012,-0.019,0.021,0.001,-0.057,0.006,0.014,0.054,
0.74,0,0,0,0,0,0,0,0,0,0.03,-0.012,-0.019,0.021,0.001,-0.057,0.006,0.014,0.054,
0.75,0,0,0,0,0,0,0,0,0,0.03,-0.012,-0.019,0.021,0.001,-0.057,0.006,0.014,0.054,
0.76,0,0,0,0,0,0,0,0,0,0.03,-0.012,-0.019,0.021,0.001,-0.057,0.006,0.014,0.054,
0.77,0,0,0,0,0,0,0,0,0,0.03,-0.012,-0.019,0.021,0.001,-0.057,0.006,0.014,0.054,
0.78,0,0,0,0,0,0,0,0,0,-0.005,0.009,-0.002,-0.019,0.001,-0.057,0.006,0.014,0.054,
0.79,0,0,0,0,0,0,0,0,0,-0.005,0.009,-0.002,-0.019,0.018,0.045,-0.04,-0.009,0.054,
0.8,0,0,0,0,0,0,0,0,0,-0.005,0.009,-0.002,-0.019,0.018,0.045,-0.04,-0.009,-0.071,
0.81,0,0,0,0,0,0,0,0,0,-0.005,0.009,-0.002,-0.019,0.018,0.045,-0.04,-0.009,-0.071,
0.82,0,0,0,0,0,0,0,0,0,-0.005,0.009,-0.002,-0.019,0.018,0.045,-0.04,-0.009,-0.071,
0.83,0,0,0,0,0,0,0,0,0,-0.005,0.009,-0.002,-0.019,0.018,0.045,-0.04,-0.009,-0.071,
0.84,0,0,0,0,0,0,0,0,0,-0.027,0.009,-0.002,-0.019,0.018,0.045,-0.04,-0.009,-0.071,
0.85,0,0,0,0,0,0,0,0,0,-0.027,0.009,0.014,-0.008,-0.004,0.045,-0.04,-0.009,-0.071,
0.86,0,0,0,0,0,0,0,0,0,-0.027,0.009,0.014,-0.008,-0.004,-0.046,0.006,0.003,0.02,
0.87,0,0,0,0,0,0,0,0,0,-0.027,0.009,0.014,-0.008,-0.004,-0.046,0.006,0.003,0.02,
0.88,0,0,0,0,0,0,0,0,0,-0.027,0.009,0.014,-0.008,-0.004,-0.046,0.006,0.003,0.02,
0.89,0,0,0,0,0,0,0,0,0,-0.027,0.009,0.014,-0.008,-0.004,-0.046,0.006,0.003,0.02,
0.9,0,0,0,0,0,0,0,0,0,-0.027,0.009,0.014,-0.008,-0.004,-0.046,0.006,0.003,0.02,
0.91,0,0,0,0,0,0,0,0,0,-0.005,0.02,0.014,-0.008,-0.004,-0.046,0.006,0.003,0.02,
0.92,0,0,0,0,0,0,0,0,0,-0.005,0.02,0.031,0.015,0.018,0.022,0.006,0.003,0.02,
0.93,0,0,0,0,0,0,0,0,0,-0.005,0.02,0.031,0.015,0.018,0.022,0.006,-0.02,0.02,
0.94,0,0,0,0,0,0,0,0,0,-0.005,0.02,0.031,0.015,0.018,0.022,0.006,-0.02,0.02,
0.95,0,0,0,0,0,0,0,0,0,-0.005,0.02,0.031,0.015,0.018,0.022,0.006,-0.02,0.02,
0.96,0,0,0,0,0,0,0,0,0,-0.005,0.02,0.031,0.015,0.018,0.022,0.006,-0.02,0.02,
0.97,0,0,0,0,0,0,0,0,0,-0.005,0.02,0.031,0.015,0.018,0.022,0.006,-0.02,0.02,
0.98,0,0,0,0,0,0,0,0,0,-0.005,0.02,0.031,0.015,0.018,0.022,0.006,-0.02,0.02,
0.9899999,0,0,0,0,0,0,0,0,0,-0.005,0.02,0.031,0.015,0.018,0.022,0.006,-0.02,0.02,
1,0,0,0,0,0,0,0,0,0,-0.05,-0.002,-0.008,0.015,0.018,0.022,0.006,-0.02,0.02,
1.01,0,0,0,0,0,0,0,0,0,-0.05,-0.002,-0.008,0.009,0.007,-0.023,0.017,-0.02,0.02,
1.02,0,0,0,0,0,0,0,0,0,-0.05,-0.002,-0.008,0.009,0.007,-0.023,0.017,0.025,-0.037,
1.03,0,0,0,0,0,0,0,0,0,-0.05,-0.002,-0.008,0.009,0.007,-0.023,0.017,0.025,-0.037,
1.04,0,0,0,0,0,0,0,0,0,-0.05,-0.002,-0.008,0.009,0.007,-0.023,0.017,0.025,-0.037,
1.05,0,0,0,0,0,0,0,0,0,-0.05,-0.002,-0.008,0.009,0.007,-0.023,0.017,0.025,-0.037,
1.06,0,0,0,0,0,0,0,0,0,-0.05,-0.002,-0.008,0.009,0.007,-0.023,0.017,0.025,-0.037,
1.07,0,0,0,0,0,0,0,0,0,-0.005,-0.002,-0.008,0.009,0.007,-0.023,0.017,0.025,-0.037,
1.08,0,0,0,0,0,0,0,0,0,-0.005,-0.002,-0.002,-0.002,0.024,-0.023,0.017,0.025,-0.037,
1.09,0,0,0,0,0,0,0,0,0,-0.005,-0.002,-0.002,-0.002,0.024,0.068,0.006,0.025,0.066,
1.1,0,0,0,0,0,0,0,0,0,-0.005,-0.002,-0.002,-0.002,0.024,0.068,0.006,0.025,0.066,
1.11,0,0,0,0,0,0,0,0,0,-0.005,-0.002,-0.002,-0.002,0.024,0.068,0.006,0.025,0.066,
1.12,0,0,0,0,0,0,0,0,0,-0.005,-0.002,-0.002,-0.002,0.024,0.068,0.006,0.025,0.066,
1.13,0,0,0,0,0,0,0,0,0,-0.005,-0.002,-0.002,-0.002,0.024,0.068,0.006,0.025,0.066,
1.14,0,0,0,0,0,0,0,0,0,-0.005,-0.002,-0.002,-0.002,0.024,0.068,0.006,0.025,0.066,
1.15,0,0,0,0,0,0,0,0,0,-0.005,-0.002,-0.002,-0.002,0.024,0.068,0.006,0.025,0.066,
1.16,0,0,0,0,0,0,0,0,0,-0.005,-0.002,-0.002,-0.002,0.024,0.068,0.006,0.025,0.066,
1.17,0,0,0,0,0,0,0,0,0,-0.005,-0.002,-0.002,-0.002,0.024,0.068,0.006,0.025,0.066,
1.18,0,0,0,0,0,0,0,0,0,-6.882,0.009,-0.002,-0.002,0.024,0.068,0.006,0.025,0.066,
1.19,0,0,0,0,0,0,0,0,0,-6.882,0.009,-0.002,0.004,-0.038,0,0.006,0.025,0.066,
1.2,0,0,0,0,0,0,0,0,0,-6.882,0.009,-0.002,0.004,-0.038,0,-0.017,0.003,-0.071,
1.21,0,0,0,0,0,0,0,0,0,-6.882,0.009,-0.002,0.004,-0.038,0,-0.017,0.003,-0.071,
1.22,0,0,0,0,0,0,0,0,0,-6.882,0.009,-0.002,0.004,-0.038,0,-0.017,0.003,-0.071,
1.23,0.01,0,0,0,0,0,0,0,0,-6.882,0.009,-0.002,0.004,-0.038,0,-0.017,0.003,-0.071,
1.24,0.01,0,0,0,0,0,0,0,0,-6.882,0.009,-0.002,0.004,-0.038,0,-0.017,0.003,-0.071,
1.25,0.01,0,0,0,0,0,0,0,0,-8.561,-0.012,-0.014,-0.03,-0.038,0,-0.017,0.003,-0.071,
